created_at,entry_id,field1/irr,field2,field3/ldr,field4,field5,Weather
2025-05-18T17:42:02+08:00,448,43.75,0.77,0,0.13,1,Calibrating
2025-05-18T17:42:27+08:00,449,43.79,0.77,0,12.18,1,Calibrating
2025-05-18T17:42:48+08:00,450,32.03,0.65,0,-0.57,1,Calibrating
2025-05-18T17:47:00+08:00,451,28.49,0.62,0,7.92,1,Calibrating
2025-05-18T17:47:20+08:00,452,28.37,0.62,0,-0.01,1,Calibrating
2025-05-18T17:47:41+08:00,453,28.42,0.62,136,0,1,Calibrating
2025-05-18T17:50:39+08:00,454,22.05,0.54,0,6.13,1,Calibrating
2025-05-18T17:51:00+08:00,455,39.66,0.73,0,0.85,1,Calibrating
2025-05-18T17:51:21+08:00,456,41.03,0.74,0,0.07,1,Calibrating
2025-05-18T17:51:41+08:00,457,40.34,0.73,0,-0.03,1,Calibrating
2025-05-18T17:52:02+08:00,458,40.61,0.74,0,0.01,1,Calibrating
2025-05-18T17:52:23+08:00,459,40.03,0.73,0,-0.03,1,Calibrating
2025-05-18T17:52:44+08:00,460,39.84,0.73,0,-0.01,1,Calibrating
2025-05-18T17:53:04+08:00,461,39.66,0.73,0,-0.01,1,Calibrating
2025-05-18T17:53:25+08:00,462,39.64,0.73,0,0,1,Calibrating
2025-05-18T17:53:46+08:00,463,40.26,0.73,0,0.03,1,Calibrating
2025-05-18T17:54:07+08:00,464,38.72,0.72,0,-0.07,1,Calibrating
2025-05-18T17:54:27+08:00,465,38.48,0.72,0,-0.01,1,Calibrating
2025-05-18T17:54:48+08:00,466,38.18,0.71,0,-0.01,1,Calibrating
2025-05-18T17:55:09+08:00,467,37.61,0.71,0,-0.03,1,Calibrating
2025-05-18T17:55:29+08:00,468,37.35,0.71,0,-0.01,1,Calibrating
2025-05-18T17:55:50+08:00,469,37.13,0.71,4,-0.01,1,Calibrating
2025-05-18T17:56:11+08:00,470,37.14,0.71,0,0,1,Calibrating
2025-05-18T17:56:31+08:00,471,36.46,0.7,4,-0.03,1,Calibrating
2025-05-18T17:56:52+08:00,472,35.68,0.69,0,-0.04,1,Calibrating
2025-05-18T17:57:13+08:00,473,35.67,0.69,0,0,1,Calibrating
2025-05-18T17:57:34+08:00,474,35.66,0.69,0,0,1,Calibrating
2025-05-18T17:57:54+08:00,475,35.08,0.69,0,-0.03,1,Calibrating
2025-05-18T17:58:15+08:00,476,34.95,0.68,0,-0.01,1,Calibrating
2025-05-18T17:58:36+08:00,477,34.97,0.68,0,0,1,Calibrating
2025-05-18T17:58:56+08:00,478,34.55,0.68,0,-0.02,1,Calibrating
2025-05-18T17:59:17+08:00,479,34,0.67,0,-0.03,1,Calibrating
2025-05-18T17:59:46+08:00,480,33.52,0.67,0,9.32,1,Calibrating
2025-05-18T18:04:29+08:00,481,102.68,1.17,7,28.56,1,Calibrating
2025-05-18T18:04:50+08:00,482,100.48,1.16,0,-0.11,1,Calibrating
2025-05-18T18:05:11+08:00,483,98.27,1.15,0,-0.11,1,Calibrating
2025-05-18T18:05:32+08:00,484,96.24,1.14,0,-0.1,1,Calibrating
2025-05-18T18:05:52+08:00,485,94.06,1.12,0,-0.1,1,Calibrating
2025-05-18T18:06:13+08:00,486,86.22,1.07,0,-0.38,1,Calibrating
2025-05-18T18:06:34+08:00,487,83.76,1.06,0,-0.12,1,Calibrating
2025-05-18T18:06:57+08:00,488,80.25,1.04,6,-0.17,1,Calibrating
2025-05-18T18:07:18+08:00,489,76.29,1.01,0,-0.17,1,Calibrating
2025-05-18T18:07:39+08:00,490,77,1.02,0,0.03,1,Calibrating
2025-05-18T18:07:59+08:00,491,73.1,0.99,0,-0.19,1,Calibrating
2025-05-18T18:22:29+08:00,492,13.53,0.43,0,3.76,1,Calibrating
2025-05-18T18:22:50+08:00,493,10.43,0.37,0,-0.15,1,Calibrating
2025-05-18T18:23:10+08:00,494,8.58,0.34,0,-0.09,1,Calibrating
2025-05-18T18:23:31+08:00,495,7.78,0.32,577,-0.04,1,Calibrating
2025-05-18T18:23:52+08:00,496,7.28,0.31,854,-0.02,1,Calibrating
2025-05-18T18:24:13+08:00,497,6.96,0.31,822,-0.02,1,Calibrating
2025-05-18T18:24:34+08:00,498,6.89,0.3,808,0,1,Calibrating
2025-05-18T18:24:54+08:00,499,6.99,0.31,782,0,1,Calibrating
2025-05-18T18:25:13+08:00,500,9.55,0.36,796,1.57,1,Calibrating
2025-05-18T18:25:33+08:00,501,9.09,0.35,742,-0.02,1,Calibrating
2025-05-18T18:25:54+08:00,502,8.05,0.33,699,-0.05,1,Calibrating
2025-05-18T18:26:15+08:00,503,7.17,0.31,646,-0.04,1,Calibrating
2025-05-18T18:26:35+08:00,504,5.85,0.28,586,-0.06,1,Calibrating
2025-05-18T18:26:56+08:00,505,4.78,0.25,528,-0.05,1,Calibrating
2025-05-18T18:27:17+08:00,506,3.8,0.23,463,-0.05,1,Calibrating
2025-05-18T18:27:37+08:00,507,3.15,0.21,428,-0.03,1,Calibrating
2025-05-18T18:27:58+08:00,508,2.6,0.19,368,-0.03,1,Calibrating
2025-05-18T18:28:19+08:00,509,2.1,0.17,334,-0.02,1,Calibrating
2025-05-18T18:28:39+08:00,510,1.75,0.15,295,-0.02,1,Calibrating
2025-05-18T18:29:00+08:00,511,1.4,0.14,260,-0.02,1,Calibrating
2025-05-18T18:29:21+08:00,512,1.13,0.12,213,-0.01,1,Calibrating
2025-05-18T18:29:41+08:00,513,0.9,0.11,198,-0.01,1,Calibrating
2025-05-18T18:30:02+08:00,514,0.65,0.09,172,-0.01,1,Calibrating
2025-05-18T18:30:23+08:00,515,0.45,0.08,133,-0.01,1,Calibrating
2025-05-18T18:30:44+08:00,516,0.39,0.07,114,0,1,Calibrating
2025-05-18T18:31:04+08:00,517,0.18,0.05,108,-0.01,1,Calibrating
2025-05-18T18:31:25+08:00,518,0.09,0.03,51,0,1,Calibrating
2025-05-18T18:31:46+08:00,519,0.04,0.02,42,0,1,Calibrating
2025-05-18T18:32:06+08:00,520,0.02,0.01,28,0,1,Calibrating
2025-05-18T18:32:27+08:00,521,0,0.01,20,0,1,Calibrating
2025-05-18T18:32:48+08:00,522,0,0,8,0,1,Calibrating
2025-05-18T18:33:09+08:00,523,0,0,16,0,1,Calibrating
2025-05-18T18:33:35+08:00,524,0,0,0,0,1,Calibrating
2025-05-18T18:33:56+08:00,525,0,0,1,0,1,Calibrating
2025-05-18T18:34:16+08:00,526,0,0,0,0,1,Calibrating
2025-05-18T18:34:37+08:00,527,0,0,0,0,1,Calibrating
2025-05-18T18:34:58+08:00,528,0,0,0,0,1,Calibrating
2025-05-18T18:35:22+08:00,529,0,0,26,0,1,Calibrating
2025-05-18T18:35:43+08:00,530,0,0,65,0,1,Calibrating
2025-05-18T18:36:04+08:00,531,0,0,0,0,1,Calibrating
2025-05-18T18:36:25+08:00,532,0,0,0,0,1,Calibrating
2025-05-18T18:36:46+08:00,533,0.01,0.01,266,0,1,Calibrating
2025-05-18T18:37:23+08:00,534,0.01,0.01,111,0,1,Calibrating
2025-05-18T18:37:46+08:00,535,0.01,0.01,120,0,1,Calibrating
2025-05-18T18:38:07+08:00,536,0,0.01,125,0,1,Calibrating
2025-05-18T18:38:28+08:00,537,0,0,122,0,1,Calibrating
2025-05-18T18:38:48+08:00,538,0,0,108,0,1,Calibrating
2025-05-18T18:39:09+08:00,539,0,0,118,0,1,Calibrating
2025-05-18T18:39:30+08:00,540,0,0,118,0,1,Calibrating
2025-05-18T18:39:51+08:00,541,0,0,126,0,1,Calibrating
2025-05-18T18:40:12+08:00,542,0,0,135,0,1,Calibrating
2025-05-18T18:40:33+08:00,543,0,0,110,0,1,Calibrating
2025-05-18T18:40:58+08:00,544,0,0,154,0,1,Calibrating
2025-05-18T18:41:20+08:00,545,0,0.01,125,0,1,Calibrating
2025-05-18T18:41:41+08:00,546,0,0,127,0,1,Calibrating
2025-05-18T18:42:02+08:00,547,0,0,124,0,1,Calibrating
2025-05-18T18:42:22+08:00,548,0,0,124,0,1,Calibrating
2025-05-18T18:42:43+08:00,549,0,0,121,0,1,Calibrating
2025-05-18T18:43:04+08:00,550,0,0,125,0,1,Calibrating
2025-05-18T18:43:25+08:00,551,0,0,128,0,1,Calibrating
2025-05-18T18:43:46+08:00,552,0,0,121,0,1,Calibrating
2025-05-18T18:44:06+08:00,553,0,0,125,0,1,Calibrating
2025-05-18T18:44:27+08:00,554,0,0,122,0,1,Calibrating
2025-05-18T18:44:48+08:00,555,0,0,129,0,1,Calibrating
2025-05-18T18:45:09+08:00,556,0,0,122,0,1,Calibrating
2025-05-18T18:45:30+08:00,557,0,0,147,0,1,Calibrating
2025-05-18T18:45:51+08:00,558,0,0,123,0,1,Calibrating
2025-05-18T18:46:11+08:00,559,0,0,125,0,1,Calibrating
2025-05-18T18:46:32+08:00,560,0,0,124,0,1,Calibrating
2025-05-18T18:46:53+08:00,561,0.01,0.01,188,0,1,Calibrating
2025-05-18T18:47:21+08:00,562,0,0,260,0,1,Calibrating
2025-05-18T18:47:42+08:00,563,0.01,0.01,211,0,1,Calibrating
2025-05-18T18:48:03+08:00,564,0,0,83,0,1,Calibrating
2025-05-18T18:48:24+08:00,565,0,0,68,0,1,Calibrating
2025-05-18T18:48:45+08:00,566,0,0,66,0,1,Calibrating
2025-05-18T18:49:05+08:00,567,0,0,66,0,1,Calibrating
2025-05-19T12:39:09+08:00,568,251.7,1.84,3620,26.15,1,Rain Imminent
2025-05-19T12:39:40+08:00,569,813.45,3.3,4095,18.59,1,Overcast
2025-05-19T12:40:09+08:00,570,305.98,2.02,4095,-17.21,1,Overcast
2025-05-19T12:40:39+08:00,571,302.94,2.01,4095,-0.1,1,Overcast
2025-05-19T12:41:08+08:00,572,264.03,1.88,4095,-1.32,1,Overcast
2025-05-19T12:41:37+08:00,573,299.55,2,4095,1.21,1,Overcast
2025-05-19T12:42:06+08:00,574,305.68,2.02,4095,0.21,1,Overcast
2025-05-19T12:42:36+08:00,575,675.33,3.01,4095,12.71,1,Overcast
2025-05-19T12:43:08+08:00,576,690.84,3.04,4095,0.52,1,Overcast
2025-05-19T12:43:43+08:00,577,662.72,2.98,4095,-0.76,1,Overcast
2025-05-19T12:44:12+08:00,578,640.36,2.93,4095,-0.75,1,Overcast
2025-05-19T12:44:42+08:00,579,619.18,2.88,4095,-0.72,1,Overcast
2025-05-19T12:45:11+08:00,580,595.32,2.82,4095,-0.81,1,Overcast
2025-05-19T12:45:40+08:00,581,539.33,2.69,4095,-1.91,1,Overcast
2025-05-19T12:46:09+08:00,582,559.54,2.74,4095,0.69,1,Overcast
2025-05-19T12:46:38+08:00,583,561.19,2.74,4095,0.06,1,Overcast
2025-05-20T10:56:35+08:00,584,73.81,0.99,682,8.06,1,Overcast
2025-05-20T10:57:04+08:00,585,78.14,1.02,690,0.13,1,Overcast
2025-05-20T10:57:37+08:00,586,73.52,0.99,537,-0.16,1,Overcast
2025-05-20T10:57:58+08:00,587,87.73,1.08,660,0.43,1,Overcast
2025-05-20T10:59:57+08:00,588,99.4,1.15,882,0.08,1,Overcast
2025-05-20T11:00:19+08:00,589,103.26,1.18,891,0.15,1,Overcast
2025-05-20T11:00:41+08:00,590,105.64,1.19,838,0.11,1,Overcast
2025-05-20T11:01:03+08:00,591,104.32,1.18,881,-0.06,1,Overcast
2025-05-20T11:01:26+08:00,592,102.74,1.17,897,-0.07,1,Overcast
2025-05-20T11:01:48+08:00,593,102.82,1.17,891,0,1,Overcast
2025-05-20T11:02:09+08:00,594,102.78,1.17,855,0,1,Overcast
2025-05-20T11:02:30+08:00,595,106.68,1.2,879,0.19,1,Overcast
2025-05-20T11:02:51+08:00,596,105.78,1.19,876,-0.04,1,Overcast
2025-05-20T11:03:12+08:00,597,105.25,1.19,879,-0.02,1,Overcast
2025-05-20T11:03:33+08:00,598,104.78,1.18,870,-0.02,1,Overcast
2025-05-20T11:04:20+08:00,599,107.19,1.2,887,0.08,1,Overcast
2025-05-20T11:04:41+08:00,600,107.59,1.2,893,0.02,1,Overcast
2025-05-20T11:05:03+08:00,601,107.82,1.2,918,0.01,1,Overcast
2025-05-20T11:05:50+08:00,602,107.02,1.2,898,-0.04,1,Overcast
2025-05-20T11:06:37+08:00,603,107.49,1.2,910,-0.05,1,Overcast
2025-05-20T11:11:26+08:00,604,104.95,1.19,821,0.02,1,Overcast
2025-05-20T11:16:01+08:00,605,89.37,1.09,792,0.26,1,Overcast
2025-05-20T11:16:25+08:00,606,80.6,1.04,790,-0.33,1,Overcast
2025-05-20T11:16:46+08:00,607,80.67,1.04,781,0,1,Overcast
2025-05-20T11:17:09+08:00,608,79.22,1.03,792,-0.07,1,Overcast
2025-05-20T11:17:57+08:00,609,81.9,1.05,861,-0.28,1,Overcast
2025-05-20T11:18:18+08:00,610,82.65,1.05,777,0.04,1,Overcast
2025-05-20T11:18:39+08:00,611,84.25,1.06,755,0.08,1,Overcast
2025-05-20T11:19:00+08:00,612,83.47,1.06,756,-0.04,1,Overcast
2025-05-20T11:19:21+08:00,613,81.74,1.05,748,-0.08,1,Overcast
2025-05-20T11:19:42+08:00,614,86.38,1.08,776,0.22,1,Overcast
2025-05-20T11:20:03+08:00,615,86.29,1.07,838,0,1,Overcast
2025-05-20T11:20:24+08:00,616,88.12,1.09,945,0.09,1,Overcast
2025-05-20T11:20:46+08:00,617,87.3,1.08,948,-0.04,1,Overcast
2025-05-20T11:21:07+08:00,618,89,1.09,954,0.08,1,Overcast
2025-05-20T11:21:28+08:00,619,88.32,1.09,840,-0.03,1,Overcast
2025-05-20T11:21:49+08:00,620,88.05,1.09,862,-0.01,1,Overcast
2025-05-20T11:22:11+08:00,621,84.2,1.06,877,-0.18,1,Overcast
2025-05-20T11:22:32+08:00,622,83.39,1.06,848,-0.04,1,Overcast
2025-05-20T11:22:52+08:00,623,82.33,1.05,873,-0.05,1,Overcast
2025-05-20T11:23:14+08:00,624,80.09,1.04,817,-0.11,1,Overcast
2025-05-20T11:23:35+08:00,625,83.13,1.05,834,0.14,1,Overcast
2025-05-20T11:23:56+08:00,626,83.67,1.06,801,0.03,1,Overcast
2025-05-20T11:24:17+08:00,627,81.38,1.04,776,-0.11,1,Overcast
2025-05-20T11:24:38+08:00,628,83.92,1.06,795,0.12,1,Overcast
2025-05-20T11:24:59+08:00,629,84.25,1.06,840,0.02,1,Overcast
2025-05-20T11:25:20+08:00,630,76.2,1.01,821,-0.39,1,Overcast
2025-05-20T11:25:41+08:00,631,79.13,1.03,815,0.14,1,Overcast
2025-05-20T11:26:05+08:00,632,78.82,1.03,789,-0.01,1,Overcast
2025-05-20T11:26:29+08:00,633,85.55,1.07,783,0.28,1,Overcast
2025-05-20T11:26:50+08:00,634,85.33,1.07,776,-0.01,1,Overcast
2025-05-20T11:27:11+08:00,635,85.63,1.07,794,0.01,1,Overcast
2025-05-20T11:27:32+08:00,636,83.82,1.06,788,-0.09,1,Overcast
2025-05-20T11:27:53+08:00,637,86.22,1.07,810,0.11,1,Overcast
2025-05-20T11:28:15+08:00,638,85.83,1.07,811,-0.02,1,Overcast
2025-05-20T11:28:36+08:00,639,89.14,1.09,844,0.16,1,Overcast
2025-05-20T11:28:57+08:00,640,88.2,1.09,836,-0.04,1,Overcast
2025-05-20T11:29:18+08:00,641,84.21,1.06,829,-0.19,1,Overcast
2025-05-20T11:29:39+08:00,642,85.37,1.07,820,0.05,1,Overcast
2025-05-20T11:30:00+08:00,643,85.81,1.07,840,0.02,1,Overcast
2025-05-20T11:30:26+08:00,644,82.73,1.05,829,-0.15,1,Overcast
2025-05-20T11:30:47+08:00,645,81.38,1.04,818,-0.05,1,Overcast
2025-05-20T11:31:08+08:00,646,81.84,1.05,799,0.02,1,Overcast
2025-05-20T11:31:30+08:00,647,81.82,1.05,812,0,1,Overcast
2025-05-20T11:31:51+08:00,648,83.42,1.06,816,0.08,1,Overcast
2025-05-20T11:32:12+08:00,649,83.06,1.05,820,-0.02,1,Overcast
2025-05-20T11:32:33+08:00,650,74.02,1,806,-0.43,1,Overcast
2025-05-20T11:32:54+08:00,651,80.89,1.04,795,0.33,1,Overcast
2025-05-20T11:33:15+08:00,652,80.44,1.04,797,-0.02,1,Overcast
2025-05-20T11:33:36+08:00,653,79.43,1.03,790,-0.05,1,Overcast
2025-05-20T11:33:57+08:00,654,72.85,0.99,808,-0.31,1,Overcast
2025-05-20T11:34:18+08:00,655,78.59,1.03,805,0.27,1,Overcast
2025-05-20T11:34:39+08:00,656,84.6,1.06,815,0.29,1,Overcast
2025-05-20T11:35:01+08:00,657,79.07,1.03,811,-0.26,1,Overcast
2025-05-20T11:35:22+08:00,658,86.82,1.08,812,0.37,1,Overcast
2025-05-20T11:35:42+08:00,659,87.64,1.08,812,0.04,1,Overcast
2025-05-20T11:36:04+08:00,660,90.41,1.1,863,0.13,1,Overcast
2025-05-20T11:36:25+08:00,661,88.54,1.09,844,-0.09,1,Overcast
2025-05-20T11:36:46+08:00,662,90.42,1.1,840,0.09,1,Overcast
2025-05-20T11:37:07+08:00,663,90.38,1.1,853,0,1,Overcast
2025-05-20T11:37:28+08:00,664,85.23,1.07,848,-0.24,1,Overcast
2025-05-20T11:37:49+08:00,665,79.2,1.03,826,-0.29,1,Overcast
2025-05-20T11:38:10+08:00,666,87.01,1.08,830,0.37,1,Overcast
2025-05-20T11:38:31+08:00,667,85.43,1.07,832,-0.07,1,Overcast
2025-05-20T11:38:53+08:00,668,79.92,1.03,798,-0.25,1,Overcast
2025-05-20T11:39:14+08:00,669,80.69,1.04,791,0.04,1,Overcast
2025-05-20T11:39:36+08:00,670,78.92,1.03,842,-0.08,1,Overcast
2025-05-20T11:39:57+08:00,671,79.94,1.03,823,0.05,1,Overcast
2025-05-20T11:40:18+08:00,672,37.68,0.71,792,-2.01,1,Overcast
2025-05-20T11:40:39+08:00,673,78.26,1.02,995,1.9,1,Overcast
2025-05-20T11:41:00+08:00,674,68.75,0.96,1013,-0.45,1,Overcast
2025-05-20T11:41:22+08:00,675,73.41,0.99,992,0.22,1,Overcast
2025-05-20T11:41:46+08:00,676,75.76,1.01,983,0.11,1,Overcast
2025-05-20T11:42:07+08:00,677,70.21,0.97,1028,-0.23,1,Overcast
2025-05-20T11:42:30+08:00,678,74.95,1,1032,0.21,1,Overcast
2025-05-20T11:42:52+08:00,679,74.05,1,1011,-0.04,1,Overcast
2025-05-20T11:43:13+08:00,680,73.13,0.99,1016,-0.04,1,Overcast
2025-05-20T11:43:34+08:00,681,81.22,1.04,1000,0.38,1,Overcast
2025-05-20T11:43:56+08:00,682,75.03,1,1038,-0.29,1,Overcast
2025-05-20T11:44:21+08:00,683,78.65,1.03,1009,0.17,1,Overcast
2025-05-20T11:44:43+08:00,684,78.04,1.02,1002,-0.02,1,Overcast
2025-05-20T11:45:04+08:00,685,78.82,1.03,991,0.04,1,Overcast
2025-05-20T11:45:25+08:00,686,72.5,0.99,993,-0.3,1,Overcast
2025-05-20T11:45:47+08:00,687,78.62,1.03,1004,0.29,1,Overcast
2025-05-20T11:46:10+08:00,688,70.39,0.97,975,-0.36,1,Overcast
2025-05-20T11:46:32+08:00,689,72.45,0.98,987,0.09,1,Overcast
2025-05-20T11:46:53+08:00,690,69.97,0.97,979,-0.12,1,Overcast
2025-05-20T11:47:14+08:00,691,71.14,0.98,1011,0.06,1,Overcast
2025-05-20T11:47:35+08:00,692,80.65,1.04,1038,0.46,1,Overcast
2025-05-20T11:47:56+08:00,693,75.52,1.01,1009,-0.24,1,Overcast
2025-05-20T11:48:17+08:00,694,70.13,0.97,982,-0.26,1,Overcast
2025-05-20T11:48:38+08:00,695,75.61,1.01,1002,0.26,1,Overcast
2025-05-20T11:48:59+08:00,696,74.26,1,993,-0.06,1,Overcast
2025-05-20T11:49:20+08:00,697,91.38,1.11,1002,0.81,1,Overcast
2025-05-20T11:49:41+08:00,698,87.05,1.08,970,-0.21,1,Overcast
2025-05-20T11:50:02+08:00,699,77.92,1.02,961,-0.43,1,Overcast
2025-05-20T11:50:24+08:00,700,76.09,1.01,979,-0.09,1,Overcast
2025-05-20T11:50:45+08:00,701,78.2,1.02,985,0.1,1,Overcast
2025-05-20T11:51:06+08:00,702,77.18,1.02,944,-0.05,1,Overcast
2025-05-20T11:51:27+08:00,703,119.42,1.26,953,2,1,Overcast
2025-05-20T11:51:48+08:00,704,136.07,1.35,967,0.79,1,Overcast
2025-05-20T11:52:09+08:00,705,213.58,1.69,938,3.68,1,Overcast
2025-05-20T11:52:32+08:00,706,155.71,1.44,2259,-2.72,1,Rain Imminent
2025-05-20T11:52:53+08:00,707,152.47,1.43,2574,-0.14,1,Overcast
2025-05-20T11:53:14+08:00,708,156.47,1.45,1080,0.19,1,Overcast
2025-05-20T11:53:35+08:00,709,156.02,1.45,1068,-0.02,1,Overcast
2025-05-20T11:53:56+08:00,710,155.48,1.44,1062,-0.03,1,Overcast
2025-05-20T11:54:18+08:00,711,153.73,1.43,1047,-0.08,1,Overcast
2025-05-20T11:54:39+08:00,712,149.48,1.41,1000,-0.2,1,Overcast
2025-05-20T11:55:00+08:00,713,281.77,1.94,2424,6.27,1,Overcast
2025-05-20T11:55:22+08:00,714,98.45,1.15,1399,-8.69,1,Overcast
2025-05-20T11:55:44+08:00,715,36.83,0.7,1380,-2.7,1,Overcast
2025-05-20T11:56:10+08:00,716,123.97,1.29,2373,21.74,1,Overcast
2025-05-20T11:56:35+08:00,717,54.49,0.85,1143,-2.77,1,Overcast
2025-05-20T11:56:56+08:00,718,92.96,1.12,2080,1.8,1,Overcast
2025-05-20T11:57:18+08:00,719,55.74,0.86,1968,-1.78,1,Overcast
2025-05-20T11:57:41+08:00,720,75.98,1.01,1915,0.86,1,Overcast
2025-05-20T11:58:02+08:00,721,57.11,0.87,1080,-0.88,1,Overcast
2025-05-20T11:58:23+08:00,722,93.68,1.12,1826,1.74,1,Overcast
2025-05-20T11:58:44+08:00,723,72.22,0.98,2059,-1,1,Overcast
2025-05-20T11:59:06+08:00,724,108.33,1.2,2106,1.71,1,Overcast
2025-05-20T11:59:27+08:00,725,99.93,1.16,1919,-0.39,1,Overcast
2025-05-20T11:59:48+08:00,726,219.07,1.71,3497,5.59,1,Rain Imminent
2025-05-20T12:00:10+08:00,727,250.56,1.83,3080,1.49,1,Rain Imminent
2025-05-20T12:00:31+08:00,728,173.54,1.52,1153,-3.65,1,Overcast
2025-05-20T12:00:52+08:00,729,156.11,1.45,1067,-0.82,1,Overcast
2025-05-20T12:01:18+08:00,730,46.81,0.79,882,-5.06,1,Overcast
2025-05-20T12:01:43+08:00,731,60.51,0.9,1243,0.52,1,Overcast
2025-05-20T12:02:04+08:00,732,37.22,0.71,2022,-0.95,1,Overcast
2025-05-20T12:02:25+08:00,733,41.7,0.75,2232,0.21,1,Overcast
2025-05-20T12:02:46+08:00,734,83.12,1.05,2105,1.97,1,Overcast
2025-05-20T12:03:08+08:00,735,64.1,0.93,1646,-0.9,1,Overcast
2025-05-20T12:03:31+08:00,736,296.91,1.99,1018,10.92,1,Overcast
2025-05-20T12:03:52+08:00,737,348.15,2.16,1238,2.19,1,Overcast
2025-05-20T12:04:15+08:00,738,72.84,0.99,1087,-12.98,1,Overcast
2025-05-20T12:05:29+08:00,739,89.54,1.09,1132,-5.4,1,Overcast
2025-05-20T12:05:50+08:00,740,168.33,1.5,2326,3.56,1,Overcast
2025-05-20T12:06:12+08:00,741,136.23,1.35,1744,-1.49,1,Overcast
2025-05-20T12:06:34+08:00,742,168.54,1.5,2007,1.5,1,Overcast
2025-05-25T09:38:44+08:00,743,0,0,0,0,1,Calibrating
2025-05-25T09:39:13+08:00,744,0,0,0,0,1,Calibrating
2025-05-25T09:39:41+08:00,745,0,0,0,0,1,Calibrating
2025-05-25T09:40:11+08:00,746,0,0,0,0,1,Calibrating
2025-05-25T09:40:42+08:00,747,0,0,0,0,1,Calibrating
2025-05-25T09:45:08+08:00,748,0,0,6,0,1,Calibrating
2025-05-25T09:45:36+08:00,749,0,0,0,0,1,Calibrating
2025-05-25T09:46:05+08:00,750,0,0,0,0,1,Calibrating
2025-05-25T09:46:33+08:00,751,0,0,0,0,1,Calibrating
2025-05-25T09:47:01+08:00,752,0,0,0,0,1,Calibrating
2025-05-25T09:47:30+08:00,753,0,0,12,0,1,Calibrating
2025-05-25T09:47:54+08:00,754,0,0,0,0,1,Calibrating
2025-05-25T09:48:18+08:00,755,0,0,0,0,1,Calibrating
2025-05-25T09:48:39+08:00,756,0,0,0,0,1,Calibrating
2025-05-25T09:51:16+08:00,757,736,3.14,0,175.24,1,Sunny
2025-05-25T09:51:37+08:00,758,749.71,3.17,0,0.64,1,Sunny
2025-05-25T09:51:59+08:00,759,752.15,3.17,0,0.12,1,Sunny
2025-05-25T09:52:21+08:00,760,752.61,3.17,0,0.02,1,Sunny
2025-05-25T09:52:42+08:00,761,756.55,3.18,0,0.18,1,Sunny
2025-05-25T09:53:04+08:00,762,757.05,3.18,0,0.02,1,Sunny
2025-05-25T09:53:25+08:00,763,754.29,3.18,0,-0.13,1,Sunny
2025-05-25T09:53:47+08:00,764,758.39,3.19,0,0.19,1,Sunny
2025-05-25T09:54:22+08:00,765,755.71,3.18,4087,-0.26,1,Sunny
2025-05-25T09:55:16+08:00,766,744.53,3.16,4074,-0.24,1,Sunny
2025-05-25T09:55:37+08:00,767,736.27,3.14,4068,-0.38,1,Sunny
2025-05-25T09:55:59+08:00,768,730.91,3.13,4059,-0.25,1,Sunny
2025-05-25T09:56:20+08:00,769,728.88,3.12,4053,-0.1,1,Sunny
2025-05-25T09:56:41+08:00,770,728.92,3.12,4050,0,1,Sunny
2025-05-25T09:57:03+08:00,771,729.37,3.12,4046,0.02,1,Sunny
2025-05-25T09:57:24+08:00,772,730.84,3.13,4047,0.07,1,Sunny
2025-05-25T09:57:45+08:00,773,738.39,3.14,4050,0.35,1,Sunny
2025-05-25T09:58:07+08:00,774,748.03,3.16,4056,0.45,1,Sunny
2025-05-25T09:58:28+08:00,775,758.55,3.19,4068,0.49,1,Sunny
2025-05-25T09:58:49+08:00,776,763.23,3.2,4077,0.22,1,Sunny
2025-05-25T09:59:11+08:00,777,771.92,3.21,4080,0.41,1,Sunny
2025-05-25T09:59:32+08:00,778,781,3.23,4091,0.43,1,Sunny
2025-05-25T09:59:54+08:00,779,784.9,3.24,4095,0.18,1,Sunny
2025-05-25T10:00:15+08:00,780,785.95,3.24,4095,0.05,1,Sunny
2025-05-25T10:00:36+08:00,781,784.39,3.24,4095,-0.07,1,Sunny
2025-05-25T10:00:58+08:00,782,776.68,3.22,4095,-0.36,1,Sunny
2025-05-25T10:01:19+08:00,783,769.21,3.21,4094,-0.35,1,Sunny
2025-05-25T10:01:41+08:00,784,765.12,3.2,4094,-0.19,1,Sunny
2025-05-25T10:02:03+08:00,785,757.43,3.18,4092,-0.36,1,Sunny
2025-05-25T10:02:24+08:00,786,754.68,3.18,4085,-0.13,1,Sunny
2025-05-25T10:02:45+08:00,787,751.66,3.17,4081,-0.14,1,Sunny
2025-05-25T10:03:07+08:00,788,748.57,3.17,4074,-0.15,1,Sunny
2025-05-25T10:03:28+08:00,789,749.4,3.17,4071,0.04,1,Sunny
2025-05-25T10:03:50+08:00,790,728.77,3.12,4025,-0.96,1,Sunny
2025-05-25T10:04:11+08:00,791,708.45,3.08,3969,-0.94,1,Sunny
2025-05-25T10:04:33+08:00,792,749.56,3.17,4048,1.91,1,Sunny
2025-05-25T10:04:54+08:00,793,763.89,3.2,4068,0.67,1,Sunny
2025-05-25T10:05:16+08:00,794,736.53,3.14,3996,-1.27,1,Sunny
2025-05-25T10:05:38+08:00,795,738.42,3.14,4006,0.09,1,Sunny
2025-05-25T10:05:59+08:00,796,739.86,3.15,4013,0.07,1,Sunny
